analysis,created_time,favorite_count,full_text,polarity,retweet_count,tweet_id,user_id,username,clean_text
negative,2021-05-04 12:47:10,0,My wife and I had no side effects from 2nd shot except for minor arm pain for 2 days We had Moderna vaccine,-0.025,0,1389622642223718407,173903576,carpy45,My wife I side effects 2nd shot except minor arm pain 2 days We Moderna vaccine
neutral,2021-04-30 13:09:17,0,Orange County woman s death after 2nd dose of Moderna vaccine spurs concern from family SmartNews Covid19,0.0,1,1388178658288979977,16687237,VernaPolitics,Orange County woman death 2nd dose Moderna vaccine spurs concern family SmartNews Covid19
positive,2021-05-03 12:40:02,25,Meet Jerrick Lo he is an international medical graduate w is volunteering our meat plant vaccine clinic Lots of people ask about the difference between Pfizer and Moderna todays vaccine Speaking Filipino today makes them feel comfortable like we are at home,0.1333333333,2,1389258457350426630,209231675,tweetvandijk,Meet Jerrick Lo international medical graduate w volunteering meat plant vaccine clinic Lots people ask difference Pfizer Moderna todays vaccine Speaking Filipino today makes feel comfortable like home
negative,2021-05-02 11:05:55,0,Covid19 update A 15 year old female died of cardiac arrest after receiving the second dose of the Moderna vaccine and a 15 year old male died of cardiac failure two days after receiving the Pfizer vaccine,-0.0296296296,3,1388872386632581124,2527515936,SoCaPaul,Covid19 update A 15 year old female died cardiac arrest receiving second dose Moderna vaccine 15 year old male died cardiac failure two days receiving Pfizer vaccine
positive,2021-04-30 13:49:32,0,jafarshah Moderna Thanks for making a Vaccine can you please fulfill your commitments amp help the people of Canada get the vaccine Moderna already committed to making 1 billion doses this year but shipments are delayed to Canada only Canadians nice people that have paid in advance,0.2666666667,0,1388188786169815040,1387884913630740492,Pips71696692,jafarshah Moderna Thanks making Vaccine please fulfill commitments amp help people Canada get vaccine Moderna already committed making 1 billion doses year shipments delayed Canada Canadians nice people paid advance
positive,2021-05-04 19:38:54,0,Vaccine appointments are available at Walgreens Duane Reade Moderna 750 Manhattan Avenue Brooklyn NY 11222 800 925 4733,0.4,0,1389726257299009540,1375448650365739010,nyc_vaccine,Vaccine appointments available Walgreens Duane Reade Moderna 750 Manhattan Avenue Brooklyn NY 11222 800 925 4733
positive,2021-05-03 14:17:31,3,Hello hope everyone is having a great day so far just laying low today had my first dose of the moderna vaccine yesterday,0.2875,0,1389282993735405572,427865670,bsbcassidygrl,Hello hope everyone great day far laying low today first dose moderna vaccine yesterday
neutral,2021-05-03 18:12:02,0,4 in 1 Million may get Blood Clots from Pfizer and Moderna vaccines 5 in Million may get Blood Clots from AstraZeneca Vaccine Yet nobody tells you this Google it Yourself,0.0,0,1389342010012848131,1020291606,anitanorthstar,4 1 Million may get Blood Clots Pfizer Moderna vaccines 5 Million may get Blood Clots AstraZeneca Vaccine Yet nobody tells Google Yourself
positive,2021-04-28 16:04:26,0,It s been a really crummy day post 2nd dose of Moderna vaccine I know that means the vaccine is doing what it s supposed to do Science Get vaccinated peeps,0.1,0,1387497957621174278,20698765,BKtheDJ,It really crummy day post 2nd dose Moderna vaccine I know means vaccine supposed Science Get vaccinated peeps
positive,2021-04-28 13:08:06,0,mck I m good I got my first Moderna vaccine shot and I get my second one next month,0.2375,0,1387453585089253381,2604678045,strongwiccan,mck I good I got first Moderna vaccine shot I get second one next month
positive,2021-05-04 19:38:44,0,Vaccine appointments are available at Rite Aid Pharmacy Moderna 222 14 Linden Boulevard Queens NY 11411,0.4,0,1389726214303137793,1375448650365739010,nyc_vaccine,Vaccine appointments available Rite Aid Pharmacy Moderna 222 14 Linden Boulevard Queens NY 11411
neutral,2021-04-28 17:47:17,0,the pharmacist chuckled at me when I said I d prefer to get the moderna vaccine over the J amp J one,0.0,0,1387523841123966981,80471406,QuestionCubicle,pharmacist chuckled I said I prefer get moderna vaccine J amp J one
positive,2021-04-29 16:42:00,1,J amp J recently got sued for putting asbestos in baby powder and the Mrna vaccine is the first product Moderna has ever sold in its 10 years of existence Please fact check that shit as well to all those who are trusting the science,0.0166666667,0,1387869798692966400,1257336092015108099,KillYourEgo2020,J amp J recently got sued putting asbestos baby powder Mrna vaccine first product Moderna ever sold 10 years existence Please fact check shit well trusting science
positive,2021-05-02 02:20:39,0,After having had COVID19 illness vaccination effectively rises antititers by just a 1st dose of Pfizer Moderna vaccine A 2nd dose is proven unnecessary after COVID19 so could be used for others who need it amp also prevent vaccine side effects Best vacc 3 mths after illness,0.3,0,1388740196720578561,843068207342718976,Solace92109577,After COVID19 illness vaccination effectively rises antititers 1st dose Pfizer Moderna vaccine A 2nd dose proven unnecessary COVID19 could used others need amp also prevent vaccine side effects Best vacc 3 mths illness
positive,2021-04-30 12:31:30,0,First Moderna Vaccine Shipment Arrives In Japan,0.25,0,1388169149898186755,627448121,AlbertMylesAM,First Moderna Vaccine Shipment Arrives In Japan
neutral,2021-05-02 16:08:12,0,armitage There s four separate reports Pfizer AstraZeneca Moderna and brand unspecified You can find them all and future updates on this page,0.0,0,1388948458330107906,789047460295483392,L00NEYleft,armitage There four separate reports Pfizer AstraZeneca Moderna brand unspecified You find future updates page
positive,2021-04-28 16:40:19,0,moon I am literally getting so anxious now I got the Moderna vaccine on Monday and my arm is still red kind of swollen at the injection site and a little itchy How did it start for you,0.040625,0,1387506987647356930,1078026875388284937,MicheleBabinTCG,moon I literally getting anxious I got Moderna vaccine Monday arm still red kind swollen injection site little itchy How start
negative,2021-05-04 14:32:39,1,He s right My 92 yo mom has never had a vaccine in her life Not even a flu shot Never had the flu After the 2nd Moderna she developed an incurable autoimmune disease Causes red welps and blisters over her body She ll be on steroids for the rest of her life,-0.0228571429,0,1389649187206311944,780233778388008960,JodiRidley1,He right My 92 yo mom never vaccine life Not even flu shot Never flu After 2nd Moderna developed incurable autoimmune disease Causes red welps blisters body She steroids rest life
positive,2021-04-29 14:29:02,1,Need a COVID 19 vaccine No appt necessary Today April 29 10 am to 4 pm the University of Bridgeport Wheeler Recreation Center location is accepting walk ins for first and second dose Moderna vaccinations Anyone 18 is eligible For directions visit,0.0375,3,1387836337777172481,1042413568849858563,ynhhealth,Need COVID 19 vaccine No appt necessary Today April 29 10 4 pm University Bridgeport Wheeler Recreation Center location accepting walk ins first second dose Moderna vaccinations Anyone 18 eligible For directions visit
positive,2021-05-04 17:02:06,0,We got the tiny sparkly light of Dolly Parton in both doses of Moderna Vaccine,0.2,0,1389686799350513668,7976502,ClaudiaC,We got tiny sparkly light Dolly Parton doses Moderna Vaccine
positive,2021-05-04 16:23:12,0,Hunt mccarthy That actually happened in the AZ vaccine and Pfizer and Moderna are both better vaccines,0.25,0,1389677009975001097,474553140,BartonMarks,Hunt mccarthy That actually happened AZ vaccine Pfizer Moderna better vaccines
neutral,2021-04-29 16:48:43,0,so in summary reactions to all vaccine types as at 21 04 21 adverse cases reported Pfizer 149 082 fatal 347 AZ 573 650 fatal 685 Moderna 660 fatal 2 brand unspecified 1 687 fatal 13 total adverse reactions 725 079 total deaths 1 347,0.0,0,1387871491950358536,1014284137358819329,redknightsman,summary reactions vaccine types 21 04 21 adverse cases reported Pfizer 149 082 fatal 347 AZ 573 650 fatal 685 Moderna 660 fatal 2 brand unspecified 1 687 fatal 13 total adverse reactions 725 079 total deaths 1 347
positive,2021-05-04 12:50:21,1,This is what I keep telling those who criticize me for getting the vaccine It was not an easy decision but personal circumstances led to me getting the vaccine After the 2nd jab I ended up w the Moderna arm where a rash breaks out It was an itchy annoyance nothing more,0.2333333333,0,1389623442383724551,272216332,gulfgal98,This I keep telling criticize getting vaccine It easy decision personal circumstances led getting vaccine After 2nd jab I ended w Moderna arm rash breaks It itchy annoyance nothing
positive,2021-05-01 14:19:08,0,You are likely on the waiting list with Public Health as an essential worker Pfizer or Moderna vaccine distributed by the provincial government often via the local municipality Most of the people getting the vaccine at least that I see are getting the AZ via a pharmacy,0.033333333300000004,0,1388558624310632449,364330022,BrettParnell463,You likely waiting list Public Health essential worker Pfizer Moderna vaccine distributed provincial government often via local municipality Most people getting vaccine least I see getting AZ via pharmacy
negative,2021-04-29 14:28:47,0,Moderna Is Testing a New Version of Its COVID 19 Vaccine That Wouldn t Require Ultra Cold Storage stop usen animals 4 testing its wrong in less the animal is alrdy sick with the virus same 4 people,-0.3074314574,0,1387836275605098496,1324812857284923397,barbarasnook7,Moderna Is Testing New Version Its COVID 19 Vaccine That Wouldn Require Ultra Cold Storage stop usen animals 4 testing wrong less animal alrdy sick virus 4 people
positive,2021-05-01 06:29:49,0,92 appointments may be available at Greenfield Senior Center on 05 07 2021 in Greenfield MA Moderna COVID 19 Vaccine 05 01 21 06 29 48,0.15,0,1388440513666224129,1365120364171431941,ValleyVax,92 appointments may available Greenfield Senior Center 05 07 2021 Greenfield MA Moderna COVID 19 Vaccine 05 01 21 06 29 48
neutral,2021-05-01 09:44:47,0,WHO approves Moderna s COVID 19 vaccine for emergency use,0.0,0,1388489581964759042,407009891,Rmfied,WHO approves Moderna COVID 19 vaccine emergency use
positive,2021-05-02 01:41:35,50,We are receiving hospitalization requests constantly most cases that need hospitalization have not got even a single dose of vaccine Very important for all to get vaccinated please don t wait for Pfizer Moderna Johnson and Johnson Armani Gucci Zara,0.3161904762,11,1388730367700463617,991425391,StocksResearch,We receiving hospitalization requests constantly cases need hospitalization got even single dose vaccine Very important get vaccinated please wait Pfizer Moderna Johnson Johnson Armani Gucci Zara
positive,2021-04-30 16:49:31,1,The state mobile vaccination unit will be at Willie Ware Community Center 697 Windsor St Hartford CT 06120 tomorrow May 1 between noon and 2 p m Residents interested in receiving a vaccine will receive the Moderna COVID 19 vaccine HartfordCT,0.075,0,1388234081335484420,1185289215333953536,SenMcCrory,The state mobile vaccination unit Willie Ware Community Center 697 Windsor St Hartford CT 06120 tomorrow May 1 noon 2 p Residents interested receiving vaccine receive Moderna COVID 19 vaccine HartfordCT
neutral,2021-04-28 17:11:31,0,The Moderna Vaccine didn t exist in 2017,0.0,0,1387514840164483073,1405246082,F1979J,The Moderna Vaccine exist 2017
positive,2021-04-30 19:51:09,2,77 how long they will be effective Safe Yes J j very very small number of issues but you can take your pick now of which vaccine you prefer in most cases I took j j 4 weeks ago no unusual side effects or complications I know people who have taken Pfizer and moderna,0.1875,0,1388279789379674112,40777277,slyfield4real,77 long effective Safe Yes J j small number issues take pick vaccine prefer cases I took j j 4 weeks ago unusual side effects complications I know people taken Pfizer moderna
neutral,2021-05-02 00:59:34,0,Coronavirus blog as it happened surge testing to begin in east London after variants detected WHO approves Moderna vaccine,0.0,0,1388719792153038861,18453715,raaeft1234,Coronavirus blog happened surge testing begin east London variants detected WHO approves Moderna vaccine
negative,2021-05-04 13:32:27,3,Got my second COVID shot gotta say the tribalism around which vaccine you get is the weirdest shit So uh Moderna gang xd,-0.1,0,1389634038365777921,1179232215412150272,ImLastLight,Got second COVID shot got ta say tribalism around vaccine get weirdest shit So uh Moderna gang xd
positive,2021-05-02 16:15:21,0,And as a recent winner I just want to share I received notification that I had won as I was getting my second Moderna vaccine Now I m not saying that getting vaccinated will help your chances of winning but it will,0.1666666667,0,1388950255920717824,81697512,YeahMyBad,And recent winner I want share I received notification I I getting second Moderna vaccine Now I saying getting vaccinated help chances winning
positive,2021-04-29 14:52:23,0,A friend who had had Covid was pressured to get the vaccine After her first Moderna shot she was in ICU kidneys shut down blood pressure shot up Then she had second shot Wound up in the hospital again Still recovering Doctor I guess it was the shot,0.0314814815,0,1387842215418810371,1537798038,mpg25mary,A friend Covid pressured get vaccine After first Moderna shot ICU kidneys shut blood pressure shot Then second shot Wound hospital Still recovering Doctor I guess shot
neutral,2021-05-02 10:37:25,1,Moderna Just Made the Pfizer Vaccine s Biggest Weakness an Even Bigger One stocks MRNA PFE,0.0,0,1388865213450133504,4341601,Linds_Zolna,Moderna Just Made Pfizer Vaccine Biggest Weakness Even Bigger One stocks MRNA PFE
positive,2021-04-30 12:04:18,2,has sold out Without bridging trials how safe is the vaccine What about storage requirements It appears that these folks are pushing pfizer amp moderna Intl pressure at play bhagat said the same couple of days 70Cr marking buget of Pfizer in action,0.2,2,1388162301002272774,113996456,everestpeak,sold Without bridging trials safe vaccine What storage requirements It appears folks pushing pfizer amp moderna Intl pressure play bhagat said couple days 70Cr marking buget Pfizer action
neutral,2021-04-30 17:26:31,0,Sorry to hear that It kicked me around too Next time it s Pfizer for me Moderna vaccine has more adverse reactions than Pfizer,0.0,0,1388243390408675334,22555633,mglennie,Sorry hear It kicked around Next time Pfizer Moderna vaccine adverse reactions Pfizer
neutral,2021-04-29 17:43:39,0,Moderna ups COVID vaccine production,0.0,0,1387885316636385282,51259550,TeeTweetsHere,Moderna ups COVID vaccine production
negative,2021-05-03 13:46:50,7,Everyone else Only the first dose of the Moderna vaccine makes you feel bad Me after getting both of my shots,-0.15,0,1389275270079815682,3291938064,lek_McMath,Everyone else Only first dose Moderna vaccine makes feel bad Me getting shots
neutral,2021-05-01 03:36:07,1,No I m still recouping from my 2nd Moderna vaccine on Tuesday It wiped me out,0.0,0,1388396802110476292,28592282,young4ever49,No I still recouping 2nd Moderna vaccine Tuesday It wiped
positive,2021-04-28 13:09:51,0,Yes I got my first shot on Easter Saturday and I get the 2nd one on 1st of May Moderna vaccine,0.125,0,1387454023066951681,937835372,nlivia10,Yes I got first shot Easter Saturday I get 2nd one 1st May Moderna vaccine
neutral,2021-05-03 12:03:00,0,have u gotten ur vaccine yet bestie are u team moderna or pfizer,0.0,0,1389249139234463745,3239527966,uhbucky,u gotten ur vaccine yet bestie u team moderna pfizer
neutral,2021-04-30 11:02:03,3,COVID 19 VACCINE Northwoods is working with the Harris County Public Health and will be offering the Moderna COVID vacccine on May 7th from 8 am to 3 pm Please click on the link below to sign up,0.0,2,1388146638418595844,147790815,BAATexas,COVID 19 VACCINE Northwoods working Harris County Public Health offering Moderna COVID vacccine May 7th 8 3 pm Please click link sign
positive,2021-04-30 18:36:26,2,One of my co workers was for 3 and he got the Moderna vaccine the one my mother has 0 issues with It s bizarre how differently the same vaccine hits different people,0.1,0,1388260988495876098,987873762,DebsWombat,One co workers 3 got Moderna vaccine one mother 0 issues It bizarre differently vaccine hits different people
neutral,2021-05-02 13:49:32,0,Boycott Pfizer Has anyone forgot how they announced their COVID vaccine the day after the elections Pick Moderna or JNJ if you get a vaccine shot,0.0,0,1388913560835723265,1312826075383201794,PapermakingG,Boycott Pfizer Has anyone forgot announced COVID vaccine day elections Pick Moderna JNJ get vaccine shot
neutral,2021-05-01 12:23:34,0,WHO gives emergency use listing to Moderna s COVID 19 vaccine,0.0,0,1388529539668606978,41172346,CloverdaleNews,WHO gives emergency use listing Moderna COVID 19 vaccine
positive,2021-05-04 12:17:04,1,Ok all this make the patents open thing is kind of bugging me because doing so will mean nothing Moderna already said they won t enforce their patent The problem is that rather than give the full details of how the vaccine is made when they file the patent 1 3,0.2275,0,1389615068875264001,1057643758588702720,thePeytonLamb,Ok make patents open thing kind bugging mean nothing Moderna already said enforce patent The problem rather give full details vaccine made file patent 1 3
neutral,2021-04-29 13:01:09,0,Moderna ups COVID vaccine production,0.0,0,1387814220260122624,111385858,kotatweets,Moderna ups COVID vaccine production
positive,2021-05-04 12:49:15,0,300 appointments available for mRNA vaccine Pfizer or Moderna at Leduc Health Center on Saturday and Sunday AB,0.15,0,1389623165408534532,2792624479,Alberta411,300 appointments available mRNA vaccine Pfizer Moderna Leduc Health Center Saturday Sunday AB
neutral,2021-04-29 12:14:54,1,2nd Moderna Vaccine David Bowie T shirt Affirming a hopeful future hope COVID19 vaccine DavidBowie,0.0,0,1387802584346411009,15199790,axilles,2nd Moderna Vaccine David Bowie T shirt Affirming hopeful future hope COVID19 vaccine DavidBowie
neutral,2021-04-28 14:23:09,1,A4 pt 3 1230 Q4 How does the Johnson amp Johnson Janssen vaccine efficacy and safety compare to the mRNA Pfizer and Moderna vaccines efficacy and safety RealTimeVaccineChat,0.0,0,1387472470161174528,17140902,APIC,A4 pt 3 1230 Q4 How Johnson amp Johnson Janssen vaccine efficacy safety compare mRNA Pfizer Moderna vaccines efficacy safety RealTimeVaccineChat
positive,2021-04-29 13:41:46,10,Angelus The virus or the vaccine Given the research evidence available I m more than happy that I just received my second dose of Moderna yesterday Despite the moderate achiness lethargy and some arm pain that I feel right now,0.330952381,0,1387824443448250373,3032258920,JoshLisse,Angelus The virus vaccine Given research evidence available I happy I received second dose Moderna yesterday Despite moderate achiness lethargy arm pain I feel right
positive,2021-04-29 14:13:11,1,It s totally okay Some people face it from either mRNA vaccine but Moderna has shown more If you take a Benadryl or the like it ll clear up And if you have any more questions I m always here,0.4,0,1387832348398477313,3140868280,sailorrooscout,It totally okay Some people face either mRNA vaccine Moderna shown If take Benadryl like clear And questions I always
neutral,2021-04-29 14:01:35,3,18325 Ontario is anticipating 388k Moderna week of May 10th,0.0,0,1387829430660304899,2430472219,BrinkoftheWorld,18325 Ontario anticipating 388k Moderna week May 10th
positive,2021-05-01 17:00:32,124,The World Health Organization listed the Moderna Covid 19 vaccine for emergency use a step that will allow countries to speed up their own regulatory approval,0.6,40,1388599241468166144,9300262,politico,The World Health Organization listed Moderna Covid 19 vaccine emergency use step allow countries speed regulatory approval
neutral,2021-05-01 13:01:39,0,For the moderna vaccine do we need to wait 4 months for our 2nd dose,0.0,0,1388539122852139009,2305463240,esteban29580977,For moderna vaccine need wait 4 months 2nd dose
neutral,2021-05-01 05:04:45,0,WHO approves Moderna s COVID 19 vaccine for emergency use 1May s lovelive,0.0,0,1388419108987940864,313192451,asabeshehu,WHO approves Moderna COVID 19 vaccine emergency use 1May lovelive
positive,2021-04-28 15:43:02,4,As NationalVolunteerMonth comes to a close we re proud to offer vaccines to volunteers who have made a difference during the pandemic Register for your appointment to receive the Moderna vaccine in Century City this Saturday May 1 StrongerAsOne,0.8,1,1387492572256366592,122173961,LAWorksNow,As NationalVolunteerMonth comes close proud offer vaccines volunteers made difference pandemic Register appointment receive Moderna vaccine Century City Saturday May 1 StrongerAsOne
positive,2021-04-29 14:58:51,0,Why do some COVIDvaccines require two doses What level of immunity do you have after getting the vaccine We answer these questions and more for you here COVID19 COVID Pfizer Moderna,0.5,0,1387843842284605440,57766743,StJoseph_Health,Why COVIDvaccines require two doses What level immunity getting vaccine We answer questions COVID19 COVID Pfizer Moderna
positive,2021-04-29 15:36:35,1,al Lol no dude Both the Pfizer and Moderna vaccines came out in December Moderna was released like a week after Pfizer was And the J amp J vaccine didn t come out until the beginning of March But I guess that doesn t fit your narrative,0.6,0,1387853336259477504,1272338203001982978,BenjaminClip,al Lol dude Both Pfizer Moderna vaccines came December Moderna released like week Pfizer And J amp J vaccine come beginning March But I guess fit narrative
neutral,2021-05-01 12:19:33,0,WHO gives emergency use listing to Moderna s COVID 19 vaccine,0.0,0,1388528527738249216,166229737,GrandForksGaz,WHO gives emergency use listing Moderna COVID 19 vaccine
neutral,2021-04-30 16:00:00,1,REMINDER UTA COVID Vaccine Clinic Stop by the AMDS Clinic on Sunday May 2 to receive your COVID vaccine The clinic will be open 0830 1500 and is administering 1st amp 2nd doses of Moderna ReserveReady ReserveResilient,0.0,1,1388221617566887938,43774487,916ARW,REMINDER UTA COVID Vaccine Clinic Stop AMDS Clinic Sunday May 2 receive COVID vaccine The clinic open 0830 1500 administering 1st amp 2nd doses Moderna ReserveReady ReserveResilient
positive,2021-04-28 14:17:06,0,Pfizer Moderna vaccine protection 64 at first dose 94 at second More medical news at Epidemiology MedTwitter MedEd,0.1875,0,1387470949533065223,1242082182748872705,EpidPublisher,Pfizer Moderna vaccine protection 64 first dose 94 second More medical news Epidemiology MedTwitter MedEd
positive,2021-04-30 18:30:45,1,After only 2 hours in Miami my wife son and I are totally vaccinated Chose the one shot JNJ vaccine Now we can travel freely through Europe Had our choice of Moderna Pfizer and JNJ,0.1333333333,0,1388259554962509825,29348965,_BillHowe,After 2 hours Miami wife son I totally vaccinated Chose one shot JNJ vaccine Now travel freely Europe Had choice Moderna Pfizer JNJ
positive,2021-05-04 12:32:06,31,Got my first vaccine Guess I m in the Moderna clan,0.25,1,1389618849088249859,3255282948,ZealouslyQuoted,Got first vaccine Guess I Moderna clan
neutral,2021-04-30 18:28:52,0,Next week Humboldt County will receive 6 360 COVID 19 vaccine doses 3 894 Pfizer 2 116 Moderna and 350 Johnson amp Johnson HumboldtTogether HumCoCOVID,0.0,0,1388259083531079685,1241111930531532800,HumCoCOVID19,Next week Humboldt County receive 6 360 COVID 19 vaccine doses 3 894 Pfizer 2 116 Moderna 350 Johnson amp Johnson HumboldtTogether HumCoCOVID
negative,2021-05-02 11:00:10,1,Chris1 Gilmore You re conflating contact with China for domestic production and vaccine pre orders completely separate negotiation streams in fact engaged with Moderna before almost any other country and had an agreement in July before almost every other country,-0.0375,0,1388870939048398854,445853339,DeeEllDee,Chris1 Gilmore You conflating contact China domestic production vaccine pre orders completely separate negotiation streams fact engaged Moderna almost country agreement July almost every country
positive,2021-04-28 18:21:15,4,If you know me you know that ive always been somewhat anti vax but Ive decided to make the decision to get the Moderna vaccine for one simple reason i miss hugging my family my grandpa specifically This wasnt an easy decision but Im confident in saying i made the right one,0.3047619048,0,1387532390982168576,497618993,artsnobJordan,If know know ive always somewhat anti vax Ive decided make decision get Moderna vaccine one simple reason miss hugging family grandpa specifically This wasnt easy decision Im confident saying made right one
neutral,2021-05-04 14:09:16,5,As a friend told me You can find the Moderna vaccine code on GitHub and look at it but you can t do anything with it It s all supply chains That s the key,0.0,1,1389643304812220419,13610292,peegeekay,As friend told You find Moderna vaccine code GitHub look anything It supply chains That key
neutral,2021-05-02 08:21:28,0,Moreover Gates said getting COVID vaccine manufacturers like Pfizer AstraZeneca Moderna and Johnson amp Johnson to share vaccine formulas has already happened such as the case with India,0.0,0,1388831002521481217,17385019,greshgurt,Moreover Gates said getting COVID vaccine manufacturers like Pfizer AstraZeneca Moderna Johnson amp Johnson share vaccine formulas already happened case India
positive,2021-04-29 11:00:02,0,If you re pregnant you should be offered the COVID 19 vaccine when you re eligible You ll be offered the Pfizer BioNTech or Moderna vaccine as they ve been used more in pregnancy in other countries and have not caused any safety issues Read more,0.3020833333,0,1387783742563958797,1448549972,healthwatchNEL,If pregnant offered COVID 19 vaccine eligible You offered Pfizer BioNTech Moderna vaccine used pregnancy countries caused safety issues Read
neutral,2021-05-03 13:42:33,0,FDA standards have to be met for the vaccine to be licensed Did you question vaccines eg Moderna made in the US during the height of our outbreak,0.0,0,1389274191199981574,309705457,ExptKnitter,FDA standards met vaccine licensed Did question vaccines eg Moderna made US height outbreak
positive,2021-04-30 13:31:11,1,So many stories about the 2nd covid vaccine got my 2nd one yesterday moderna just a sore arm like any other routine vaccine No other side effects Don t fear Get your vaccine both doses CovidVaccine CovidVaccinesideeffects,0.0875,0,1388184169394544641,751525251847065601,MusingWhim,So many stories 2nd covid vaccine got 2nd one yesterday moderna sore arm like routine vaccine No side effects Don fear Get vaccine doses CovidVaccine CovidVaccinesideeffects
negative,2021-05-04 18:29:03,2,ok but is stupidity a side effect of the Moderna vaccine because like I m,-0.05,0,1389708681151983626,1019348187088375808,ShareRoots,ok stupidity side effect Moderna vaccine like I
neutral,2021-05-04 13:52:45,0,You can t sue Pfizer or Moderna if you have severe Covid vaccine side ef via,0.0,0,1389639148626120712,1035630256655425536,KoenemannH,You sue Pfizer Moderna severe Covid vaccine side ef via
neutral,2021-05-03 11:56:36,0,Moderna to supply 500 million COVID 19 vaccine doses on behalf of COVAX,0.0,0,1389247527275286529,244991712,SolidTrader,Moderna supply 500 million COVID 19 vaccine doses behalf COVAX
neutral,2021-04-29 12:09:36,0,Moderna plans to triple coronavirus vaccine production next year via,0.0,0,1387801248330571778,15279465,lsaldanamd,Moderna plans triple coronavirus vaccine production next year via
positive,2021-05-01 20:56:05,0,93 appointments may be available at Greenfield Senior Center on 05 07 2021 in Greenfield MA Moderna COVID 19 Vaccine 05 01 21 20 56 05,0.15,0,1388658519600246790,1365120364171431941,ValleyVax,93 appointments may available Greenfield Senior Center 05 07 2021 Greenfield MA Moderna COVID 19 Vaccine 05 01 21 20 56 05
neutral,2021-04-30 16:18:07,1,If you haven t had a chance to get a COVID 19 vaccine during the week Schuyler Co Public Health will be holding a 1 hour clinic on Saturday for the Moderna shot Walk ins welcomed,0.0,1,1388226180004950017,300436971,WENYIsabelG,If chance get COVID 19 vaccine week Schuyler Co Public Health holding 1 hour clinic Saturday Moderna shot Walk ins welcomed
positive,2021-05-01 07:20:00,11,Clinics at McKinley High and the ECC North and South campuses will have the Pfizer vaccine for 16 and 17 year olds and the Moderna vaccine for 18 year olds,0.16,2,1388453143650918400,15308015,WGRZ,Clinics McKinley High ECC North South campuses Pfizer vaccine 16 17 year olds Moderna vaccine 18 year olds
positive,2021-05-03 13:43:27,2,I got the Pfizer vaccine but I would have preferred the Moderna Vaccine I did a school project on mRNA research and the potential benefits of this new technology and its amazing seeing it put to use Could be used to cure diseases but we will have to wait and see,0.2454545455,0,1389274417398571011,1611893462,realmarkpuente,I got Pfizer vaccine I would preferred Moderna Vaccine I school project mRNA research potential benefits new technology amazing seeing put use Could used cure diseases wait see
positive,2021-05-03 13:10:56,0,doucette Something that would be much more effective is removing the IP protections from at least Moderna and license the vaccine for production worldwide We built that vaccine with our tax dollars That would do tons more to end the pandemic than a silly mandate,0.16,0,1389266236576395266,78397428,ktwebb2,doucette Something would much effective removing IP protections least Moderna license vaccine production worldwide We built vaccine tax dollars That would tons end pandemic silly mandate
negative,2021-04-30 13:47:46,5,Moderna vaccine has my whole uterus falling out oh my fucking god,-0.2,0,1388188339812065285,1141915094324076544,appletvofficial,Moderna vaccine whole uterus falling oh fucking god
negative,2021-04-30 11:45:38,1,They put a little extra something in that second moderna vaccine,-0.0625,0,1388157603814035459,1186092531651624960,chancemclane,They put little extra something second moderna vaccine
positive,2021-04-30 17:13:24,2,Garrett Do the Pfizer and Moderna vaccine work against the new double mutated India strain We ve now had confirmed cases of that strain here in Michigan,0.1787878788,0,1388240091492069394,257558388,AliKatt31,Garrett Do Pfizer Moderna vaccine work new double mutated India strain We confirmed cases strain Michigan
positive,2021-04-28 13:15:35,31,I know My 87 year old Grandma even got the Moderna Vaccine and was ok Evil had a reaction to Pfizer but was fine just a few days later amp he was prone to it bc of CML I was fine with Pfizer like you were People just need to ask their doctor 1st to make sure no allergies etc,0.0916666667,1,1387455464535826432,1009551084447121408,KateKa22,I know My 87 year old Grandma even got Moderna Vaccine ok Evil reaction Pfizer fine days later amp prone bc CML I fine Pfizer like People need ask doctor 1st make sure allergies etc
negative,2021-05-01 16:03:01,2,A person is considered fully vaccinated two weeks after their second dose of the Pfizer or Moderna vaccine or two weeks after receiving the Johnson amp Johnson single dose vaccine,-0.0357142857,2,1388584765004128262,1108802500600217600,BNCNews,A person considered fully vaccinated two weeks second dose Pfizer Moderna vaccine two weeks receiving Johnson amp Johnson single dose vaccine
negative,2021-05-01 11:35:56,0,WHO finally approves Moderna s COVID 19 vaccine for emergency use What took them so long,-0.025,0,1388517552293236738,23028529,Ruffitup,WHO finally approves Moderna COVID 19 vaccine emergency use What took long
neutral,2021-05-04 12:40:40,0,Did you get vaccinated for COVID19 COVIDVaccination coronavirus Covid Pfizer JohnsonandJohnson Moderna PfizerGang Vaccine PostForThePress,0.0,0,1389621004368957444,370554828,StephanieKhoeun,Did get vaccinated COVID19 COVIDVaccination coronavirus Covid Pfizer JohnsonandJohnson Moderna PfizerGang Vaccine PostForThePress
neutral,2021-04-29 16:24:57,0,Second dose of Moderna COVID vaccine got Now to wait and see what happens,0.0,0,1387865508859449344,1928392195,HirokoTheHedgie,Second dose Moderna COVID vaccine got Now wait see happens
