analysis,created_time,favorite_count,full_text,polarity,retweet_count,tweet_id,user_id,username
positive,2021-05-01 07:44:43,2,Our infectious diseases experts answer more of your COVID vaccine questions here,0.5,0,1388459364571303937,47671377,nyulangone
neutral,2021-05-04 11:28:04,0,COVID vaccine boosters might be a patch or a pill CBS News via,0.0,0,1389602735423725570,49532208,LesVDavis
positive,2021-04-28 13:57:53,3,Notice any strange effects on your menstrual cycle after your Covid vaccine Report them or that you haven t had any on this survey Grateful our brilliant NHS for my second Pfizer dose,0.2833333333,0,1387466110493155333,896079711629193218,WestByfleeting
negative,2021-04-29 14:01:06,1,Come to PHL Convention Center NOW say the FEMA walk in for a 30m COVID vaccine Please Philadelphia I want to take my mask off Vaccine Pfizer Philadelphia,-0.1,0,1387829310371909637,796062298758664192,FlyingMezerkis
positive,2021-04-28 16:50:23,7,Have you heard this today I believe it was Pfizer who announced they are about to come out with a pill form of COVID vaccine Expected sometime this Fall Winter How great is that,0.35,2,1387509523800367113,35687376,rubydiana
positive,2021-04-28 16:28:04,11,Just one in four people experience side effects from the Covid vaccine with headaches and fatigue the most common symptoms reported,0.1,3,1387503906037583873,38142380,standardnews
positive,2021-04-29 12:36:24,0,Just received a letter asking me to book my COVID 19 vaccine I finished booking it online right before opening the letter Looks like I can please ignore this letter Book your COVID vaccine online at,0.2857142857,0,1387807992725266436,26003107,LudoTC
positive,2021-05-04 14:33:00,5,With thanks and much gratitude for the wonderful volunteers and staff of Kingston Public Health and the very bright folks at Pfizer and BioNTech I got the jab today Get yours soon Hang in there Group COVID Vaccine,0.462,0,1389649274292609026,1908582757,AranOCarroll
positive,2021-04-30 18:02:22,3,j got the covid vaccine i am pleased to inform u that i m no longer a kijoon fan,0.5,0,1388252415317594118,1320581057993863168,kijoononlyfans
neutral,2021-04-30 19:27:41,4,FrontPage Health minister restricts Covid vaccine options People cannot choose which Covid 19 vaccine they receive says Public Health Minister Anutin Charnvirakul amid mounting concern over side effects of shots being administered in the country,0.0,2,1388273882046427136,531202184,ThaiNewsReports
positive,2021-05-01 03:10:06,0,One Covid vaccine dose offers more protection to people who have already had coronavirus study finds Stories from 2 sources pfizer covid vaccine covidvaccine,0.3,0,1388390255607287810,1209133111956688896,CollectedTimes
positive,2021-05-04 11:46:47,2,US Food and Drug Administration set to approve Pfizer COVID vaccine for adolescents ages 12 to 15 early next week,0.05,0,1389607446445010948,14408989,masslivenews
positive,2021-05-03 15:47:16,6,I also got scheduled for my covid vaccine Going in tomorrow It s the J amp J vaccine but like it s single dose so I won t complain too much lol,0.3642857143,0,1389305579206742021,1029428114852651008,ghiblifemme
positive,2021-05-04 16:24:15,1,Access to vaccine is crucial amp State govts must plan inclusive access to aged differently abled pregnant women lactating mothers etc Also they should procure other Covid vaccines like etc nush19,0.0216666667,0,1389677270969720833,120344855,sivavkarthik
positive,2021-05-02 08:19:41,0,Sorry you are right It was the covid vaccine taskforce that was in April The first 100 million doses ordered with az was in June with 30 million Pfizer ordered in July My mistake,0.0119047619,0,1388830553772806149,1072212770064646144,GrahamWharton74
neutral,2021-05-04 12:20:45,0,I have been told I can get the covid vaccine but when booking can t tell where to go to get the Pfizer vaccine Anyway to find out I will not have the Astrazenca shot,0.0,0,1389615995648544775,147189732,GHepburn1978
neutral,2021-05-04 18:47:36,0,Your COVID vaccine booster might be a patch or a pill Or it might come with your flu shot CBS News,0.0,0,1389713346685927425,1297812936254205954,tarotdreamchat
neutral,2021-04-29 13:26:38,0,No shortage of oxygen Remdesivir COVID vaccine in J amp 038 K Advisor Baseer Khan,0.0,0,1387820633791229954,1064505707712532480,KashConvener
negative,2021-05-04 19:35:24,0,Cause of Colorado boy s death under investigation by CDC FOX21 News Colorado 15 year old boy from Colorado died from cardiac failure April 20 two days after receiving the Pfizer COVID vaccine,-0.0888888889,0,1389725376432074756,311875031,gruesomegull
positive,2021-04-28 15:07:59,0,Join leaders on May 4 at 1 PM 2PM EST for an update on the Pfizer COVID vaccine Topics covered will include an update on information on the vaccine development program as well as the US distribution plans with the states Learn more at,0.5,0,1387483752352428034,3301684581,MSHO1985
positive,2021-04-29 15:56:10,1,Happy to report that I had my first dose of Pfizer COVID vaccine this afternoon Vaccination Clinic in St Catharines ON was very well organized No line ups No delays ALL staff polite amp efficient Injection was practically painless amp no ill effects so far GotTheShot,0.32,0,1387858267779522562,1009545496418021382,DonnaLeeSun
positive,2021-05-02 01:49:31,1,If you were in any doubt that the NHS is more focussed amp intent on killing people than saving them having abandoned patients for a year then this should dispel it NHS draws up Pfizer Covid vaccine plan for schoolchildren The Times and The Sunday Times,0.5,0,1388732362549301248,1255430981680496642,JohnSmi50968113
positive,2021-05-04 11:48:02,5,FREE COVID VACCINE CLINICS Students and family members can get vaccinated together Sign up for an appointment Wednesday May 5 PFIZER 16 and older Thornton Fire Dept or Thursday May 6 J amp J 18 and older 1st Bank Center,0.1583333333,4,1389607762418565120,61046868,BVSDcolorado
positive,2021-05-02 10:34:19,3,Just had my first covid vaccine yall Anyone else get pfizer Am i in for it,0.25,0,1388864435637346305,1040315437265956864,rroguevariable
negative,2021-05-03 12:21:35,0,MA has now administered over 6M total doses of the COVID vaccine and 2 5M people are fully vaccinated Thanks to our health care workers amp local health partners for all the hard work to get us here If you haven t been vaccinated yet now s the time,-0.0229166667,0,1389253816109907971,18517796,AcushnetEMA
positive,2021-05-04 15:36:07,1,Pfizer Will Seek Approval to Give Covid Vaccine to Children The New York Times,0.1363636364,0,1389665158805471233,82590926,calloloo
positive,2021-04-28 17:38:43,1,UK orders 60m more doses of Pfizer Covid vaccine for booster jabs Vaccines and immunisation The Guardian Health secretary says greater supplies of vaccine will help safeguard progress in tackling coronavirus So three jabs,0.5,0,1387521685386055682,55260264,DJSiri
positive,2021-05-02 06:13:56,0,They will even sacrifice our children in order to implement their covid vaccine social credit score system upon us Children as young as 12 could get Covid jab when school year starts via,0.0666666667,0,1388798908034387969,1388147988803899411,hilaguder
neutral,2021-04-29 19:39:13,0,Pfizer COVID Vaccine Likely Will Need Third Booster Shot BioNTech CEO Says,0.0,0,1387914399772553218,1486117886,BaronianConsult
positive,2021-05-04 14:31:17,0,COVID vaccines may have us resting easier in the long run but the days before after the shot Not so much Tap below for more help from our sleep advisors on how to prepare for the vaccine amp recover faster after,0.2166666667,0,1389648843181105153,143273136,SleepDotCom
neutral,2021-04-30 19:38:58,0,After me and a Moderna Mami swap spit to make the ultimate covid vaccine cocktail,0.0,0,1388276722399956994,991586556,248whopper
positive,2021-05-03 14:38:45,0,Is the America s Future India started shipping covid vaccines worldwide back in January A significant portion of India s population went unvaccinated Covid came back with vengeance in April Will America make the same mistake,0.075,0,1389288335030591489,4875279137,jd1515151
positive,2021-04-29 14:01:22,2,Hey and I m getting my first dose of the Covid vaccine tomorrow The Moderna Heck yeah,0.25,0,1387829376453120003,781511659,Joshitanium
neutral,2021-05-03 16:42:01,0,Second Covid vaccine shot Pfizer coming up Wednesday,0.0,0,1389319355746308096,31284546,WriterandPRdiva
neutral,2021-04-29 13:29:31,0,All 6 N J COVID vaccine mega sites offering walk in shots starting today,0.0,0,1387821361314344960,538392071,TimPowers4
negative,2021-04-28 14:47:04,0,One dose of Pfizer or AstraZeneca COVID vaccine cut transmission by up to half study says,-0.1666666667,0,1387478490363031554,789582770955702272,jlwoods0241
negative,2021-05-04 15:07:24,0,My 2nd shingles was awful too Same with second dose of Pfizer Covid vaccine Everyone else in my family was fine after their second Covid vaccines My body metabolizes things strangely I think,-0.0904761905,0,1389657933332590593,1275279307351289857,snarkywgoodhair
positive,2021-05-02 19:42:09,1,In the case of the covid vaccine it was to the tune of like 1 5bn to Moderna Most of the government subsidies comes from doing research itself,0.5,0,1389002298702057477,1280274743355224065,ChadNotChud
neutral,2021-05-04 15:03:19,0,Watch Why Pfizer And Moderna Can t Be Sued For Covid Vaccine Side Effects on YouTube,0.0,1,1389656903999971328,3294994802,mark_alkebulan
neutral,2021-05-04 18:18:42,0,So the pandemic was all a setup by Big Pharma funded by Big Grocery amp Jeff Bezos with kickbacks to Trump Got it Pfizer expects Covid vaccine demand for years,0.0,0,1389706076296122368,971002667790200832,ilikeridebike
positive,2021-04-29 11:12:45,0,I heard from my lab alum amp Pfizer engineer who is producing COVID vaccine at the St Louis site that they are producing it by overcoming the intrinsic scale up challenges I am proud of Tatenda,0.8,0,1387786942893395980,1385633309200424962,Moon_Synth_Bio
neutral,2021-05-03 19:40:51,0,Covid vaccine CovidVaccine booknow CoronavirusVaccine Moderna samedayappointment walkin newpatientswelcome,0.0,0,1389364360137613314,1161317495397081089,DrPhillipsMWC
neutral,2021-05-04 12:23:27,2,Your COVID vaccine booster might be a patch or a pill Or it might come with your flu shot BEWARE via,0.0,0,1389616673901056001,227368502,patrioticpatric
neutral,2021-05-02 17:30:01,0,Finally got my covid vaccine today and yes it was the J and J one Hopefully all goes well with it,0.0,0,1388969049736900609,862705091211669508,CredicoJennifer
positive,2021-05-04 12:38:40,0,Who thinks Pfizer doesn t want to make money Of course they do and I hope they make a boatload of it for researching and producing an incredibly safe and effective COVID vaccine,0.55,0,1389620502457634822,1030411323694346240,graedus29
neutral,2021-05-04 13:36:52,2,Pfizer expects Covid vaccine demand for years,0.0,0,1389635150418485248,1238060391760101376,MartinLondonTHT
neutral,2021-05-04 14:50:14,0,bbchealth Pfizer expects Covid vaccine demand for years,0.0,0,1389653613325209602,2445249750,HealthyConf2008
negative,2021-05-02 19:55:07,0,We need your support The Canadian Government should not be giving 2nd dose COVID vaccine outside the 21 28 day interval due to no supply Please help us demand investigation and inquiry into reckless advisory from NACI Petition,-0.0416666667,0,1389005562403229696,1388986117828001795,EricSmi25386071
positive,2021-05-01 21:55:13,0,A really nice article about how the Pfizer COVID vaccine is made,0.6,0,1388673400147628040,30170616,clearlyexplain
positive,2021-05-04 11:37:19,0,Big pharma makes more than enough money off of Americans amp the sycophants in government who support their crushing monopoly Hopefully Biden will sign the bill amp open up other companies 2 develop not only the COVID vaccine but possibly other meds as well,0.08125,0,1389605065963589634,1580553788,ito33323
negative,2021-05-03 15:23:02,119,Novavax Starts Covid Vaccine Trials On Children Aged Between 12 17 Years,-0.1,25,1389299478545457153,96900937,ndtvfeed
neutral,2021-04-30 14:01:51,3,Indian teen reportedly gang raped after being lured by promise of COVID vaccine Izvor,0.0,1,1388191886909771786,973967528543293442,branka_ivanovic
neutral,2021-04-28 12:45:00,3,Have you seen Pfizer s statement to the press about possible probable IMO adverse reactions to their covid vaccine It is total B S with no accountability whatsoever Those SOB s are going to get away with murder and the Democrats are going to let them,0.0,2,1387447770601115648,19184385,gio56
negative,2021-04-30 14:28:01,1,Not just nurses but all employees subject to termination because they refuse to take the Covid vaccine,-0.1666666667,0,1388198469005811716,1230329059072073729,PayneWynne
neutral,2021-04-30 17:26:55,0,WHO Lists Moderna Covid Vaccine For Emergency Use,0.0,0,1388243491914805248,791752212267532288,NzuchiTimesUSA
positive,2021-05-01 19:18:33,0,May 1 my dad s 89th birthday my second jab of the Pfizer covid vaccine and one month until we close the sale of our Keene house and complete our move to Boothbay Harbor,0.05,0,1388633973291683845,121521176,GREYHAWK30340
neutral,2021-05-01 13:47:19,0,Moderna Now Plans To Make 3 Billion Covid Vaccine Doses This Year,0.0,0,1388550616281083912,31470023,jondlow
positive,2021-04-30 15:37:46,3,Young people and women more likely to report Pfizer AstraZeneca COVID vaccine side effects UK survey shows,0.2,0,1388216025569656832,612441328,mariewalsh18
neutral,2021-05-03 19:59:58,0,You can t sue Pfizer or Moderna if you have severe Covid vaccine side effects The government likely won t compensate you for damages either,0.0,0,1389369171776053249,122680860,jbg44
positive,2021-04-29 13:40:48,1,I may not need a free Covid Vaccine provided by Government but I need access to Vaccine asap Please procure from and other players too in,0.1375,0,1387824200098877441,120344855,sivavkarthik
positive,2021-04-28 16:28:36,1,In a day 800 million people are menstruating but still we don t know about it as said by Hugh Taylor Yale School of Medicine But one thing is clear There is no proof COVID vaccine affects menstruation or Fertility Relax and don t believe rumors,0.1,0,1387504040720932869,1296482784979161089,Prof_Dr_Raj
neutral,2021-05-04 19:16:20,1,Your COVID vaccine booster might be a patch or a pill Or it might come with your flu shot via,0.0,0,1389720577305415682,3272301115,TBlackwe85
positive,2021-05-04 17:36:08,0,Covid vaccine was I didn t say anything of mRNA By the way if we have had decades of this why isn t it FDA approved yet Pfizer is the first mRNA vaccine that actually completed trials to get it to an EUA So quick to judge yet you missed the mark,0.1944444444,0,1389695362051477504,47979120,TruthKms8103
positive,2021-04-29 11:08:57,1,Choose between Johnson amp Johnson or Moderna at our free COVID vaccine clinic offered by Hampton Pharmacy amp Health May 4 9 a m to 1 p m Cantellops Art Gallery For LRU students amp employees only Interested Email PandemicSafetyOfficer edu,0.2166666667,0,1387785987749777417,26758945,larocheuniv
positive,2021-05-04 16:56:14,1,Pfizer Reaps Hundreds of Millions in Profits From COVID Vaccine More Children s Health Defense,0.5,2,1389685321579827203,55260264,DJSiri
neutral,2021-04-30 14:47:01,0,Michigan colleges are mandating covid vaccine Lawrence Technological University Oakland University University of Michigan They are PROHIBITED by Federal LAW as are ANY businesses,0.0,0,1388203250751397891,41791994,MI_Country_Hick
neutral,2021-04-28 17:54:45,5,Dear Mr MeToo ChetanBhagat please read Why Pfizer s Covid Vaccine Was Not Granted Approval In India For Emergency Usage,0.0,2,1387525720641925123,225775547,HemanNamo
neutral,2021-05-02 19:16:22,0,Willey Pharmacy COVID Vaccine Appointment Update netde Wrangle Hill Rd Bear Pfizer Mon May 3 Sat May 8,0.0,1,1388995812341035010,1216531677603860480,CaffeinatedI
neutral,2021-04-28 13:04:19,0,BBCBreaking UK orders extra 60 million doses of Pfizer BioNTech Covid vaccine as government puts plan in place for booster programme in the autumn,0.0,0,1387452630121816066,4800520566,seosydneycompan
neutral,2021-05-04 18:31:12,26,The Pfizer COVID vaccine could be approved for adolescents as soon as next week,0.0,8,1389709219172130819,9763482,NYDailyNews
positive,2021-05-02 14:21:53,9,It s not a matter of if but when COVID vaccine nationalism will hit back at HIC No one is safe until everyone is safe,0.3333333333,2,1388921702759927812,843680846,FyezahJehan
positive,2021-04-30 18:51:06,7,Got my 2nd Pfizer Covid vaccine today and so far feel fine Was nervous and to lighten the mood I started singing Negro spiritual Swing low Sweet Chariot Medical staff got a kick out of it I ve never taken a vaxx for anything except childhood 50 yrs ago,0.1238095238,1,1388264678799945730,587952171,jeansand2011
neutral,2021-04-29 16:37:14,0,Cuba could be closing in on COVID vaccine sovereignty via,0.0,0,1387868599168032770,1899275323,LuzanoB
neutral,2021-05-02 03:08:37,0,NHS draws up Pfizer Covid vaccine plan for schoolchildren The Times and The Sunday Times,0.0,0,1388752268510519297,1462843404,PleaseDoTheMath
positive,2021-05-04 18:47:09,0,Pfizer predicts sales of nearly 19bn from its Covid vaccine in 2021,0.1,0,1389713234718982144,3198311040,techgateorg
positive,2021-05-04 14:55:25,0,Pfizer Will Seek Approval to Give Covid Vaccine to Children The New York Times,0.1363636364,0,1389654919003611136,75739501,manimamallan
neutral,2021-04-30 17:46:41,0,I will vote for you if you can book an appt for me for a covid vaccine pfizer or moderna today,0.0,0,1388248466908848131,147572872,temporaliz
positive,2021-05-03 17:49:22,0,The Least the Centre Can Do for People Now Is Provide Free COVID Vaccines,0.05,0,1389336303540572160,116167871,Rado_Rani
neutral,2021-05-03 12:47:30,14,So is this the dream scenario for Pfizer Instead of selling a Covid vaccine to 90 of us once they get to sell it to 70 of us forever,0.0,1,1389260337929760771,168275332,WillGordonAgain
neutral,2021-05-04 17:58:37,2,As Big Pharma Fights Off Patent Waiver Pfizer Reports Hundreds of Millions in Profits From Covid Vaccine via,0.0,3,1389701020268306432,825413904591360004,1Progressivism
positive,2021-05-04 11:34:41,0,Pfizer COVID vaccine for adolescents boasting 100 efficacy could be authorized by early next week CBS News via,0.05,0,1389604402810531845,23102114,crutchfoot
negative,2021-05-04 13:01:32,0,Hell yeah Shoot that crap in the mail Sample packs COVID vaccine boosters might be a patch or a pill CBS News via,-0.8,0,1389626259324342273,1170496303190573056,riskyappetite
neutral,2021-05-02 05:38:03,251,Let s have the unequivocal evidential basis for Pfizer Covid vaccine plan for schoolchildren,0.0,164,1388789876951244803,330717019,DrTeckKhong
positive,2021-05-02 16:27:12,3,Just back from picking up daughter from college and taking her to get her 2nd Covid vaccine To make her feel less stressed I took more Covid shots a Pfizer Moderna and a Johnson and Johnson Now my implanted microchip processor has four times the speed and 5G capability,0.0833333333,2,1388953240985870338,91715953,howiefoxjokes
positive,2021-05-02 18:13:15,0,Walmart COVID Vaccine Appointments Update netde Centerville Rd Wilmington Johnson amp Johnson Tues May 4 Thurs May 6 Sat May 8 Wilton Blvd New Castle Moderna Thurs May 6 Sat May 8 Middletown Warwick Rd Middletown Moderna Mon May 3 Wed May 5 Sat May 8,0.1363636364,0,1388979926007783424,1216531677603860480,CaffeinatedI
neutral,2021-05-04 11:23:00,0,Pfizer Reaps Hundreds of Millions in Profits From Covid Vaccine,0.0,0,1389601460225253387,880236046897860608,TeeMichelle57
neutral,2021-05-04 15:55:58,0,Pfizer Reaps Hundreds of Millions in Profits From Covid Vaccine,0.0,0,1389670156259913728,89171243,kaushikbora91
neutral,2021-05-03 17:53:41,11,Breaking FDA Set to Approve Pfizer COVID Vaccine for 12 15 Year Olds by Next Week,0.0,2,1389337392860045314,848280544152608769,brad_polumbo
negative,2021-05-04 11:57:50,0,Isn t India still demanding trails of pfizer be done in India before authorizing use Pfizer said on Monday it told the Indian government that there was no concern over the safety of its COVID vaccine as India insists on small local trials for foreign shots despite record surge,-0.125,0,1389610228979671042,3744305773,AtHomeWithReena
neutral,2021-04-28 14:35:10,2,Got my 2nd covid vaccine ya bitch is finally a moderna mami,0.0,0,1387475493679681542,543946308,Nikole23k
positive,2021-04-28 19:05:16,0,Covid vaccine will interact strangely with estrogen I m not saying that in 9 months you ll give birth to a freakoid Bill Gates baby but it s good to have all the information Especially in a culture that doesn t take women seriously,0.0791666667,0,1387543465752469507,32189160,ArleneAdamo
positive,2021-04-30 15:29:43,2,Saint Peter s University Hospital has COVID 19 vaccine appointments for next Thursday and Saturday May 6 amp 8 NJ residents ages 18 and older can schedule an appointment for the Moderna COVID vaccine by visiting Vaccines are available by appointment only,0.1416666667,1,1388213996013170688,351805964,sphcs_news
positive,2021-04-30 17:48:27,3,Just got my 1st COVID vaccine shot I got the Pfizer in a ballroom at the Marriott in downtown Boston Swanky and healthy,0.5,0,1388248912742465550,799103794554564610,William14850581
neutral,2021-05-01 15:08:05,1,What The COVID Vaccine Does To Your Body vaccinatieplicht vaccineren AstraZeneca Pfizer JanssenVaccin ikprikhetniet baasovereigenlijfengeest AVG,0.0,0,1388570943241457664,3046176743,Bianci1970
neutral,2021-04-30 14:36:33,0,Pfizer s COVID vaccine may trigger herpes virus that causes shingles study says News LifeSite,0.0,0,1388200617898881031,616123784,lrubalcava427
negative,2021-05-01 12:35:50,2,I get my second Pfizer covid vaccine this week hoping to see my mother mid may with relatives It s going to be emotional as we didn t see each other during my dad s funeral due to covid,-0.05,0,1388532626265280513,16441295,romyilano
neutral,2021-05-04 11:42:02,0,Pfizer reaps hundreds of millions in profits from Covid vaccine Download the TOI app now,0.0,0,1389606252901064705,1275473443,PawanKumarNewar
positive,2021-05-01 09:21:08,0,Good summary of the reasons why anti vax claims about the COVID vaccines are invalid,0.7,0,1388483628922023936,49362055,leftyvegan
neutral,2021-04-30 17:08:36,0,If we had treated the effectiveness of the polio vaccine the way we are treating the effectiveness of the COVID vaccine we would all be wearing required leg braces just saying Pfizer boomers AstraZeneca Millennials tcot tiot Chicago,0.0,0,1388238881846333445,60426701,DR10001
neutral,2021-05-04 17:30:09,0,Pfizer Will Seek Approval to Give Covid Vaccine to Children,0.0,0,1389693856204034052,723454298533699584,G_S_Research
neutral,2021-05-03 17:24:56,0,The FDA expected to authorize the Phizer covid vaccine for 12 to 15 year olds by early next week vaccines phizer,0.0,0,1389330155747823626,1242556435,MikeOwensArt
neutral,2021-04-28 18:05:00,7,The UK has ordered a further 60 million doses of the Pfizer BioNTech Covid vaccine in an effort to ensure that booster jabs can be given from this autumn the government has announced,0.0,0,1387528299572834306,622212087,CJBowden1
negative,2021-04-28 14:43:06,0,I got my 2nd pfizer covid vaccine 4 days late in the opposite arm as my 1st and had ZERO negative symptoms,-0.15,0,1387477489161736193,27540738,wfamily4
neutral,2021-04-30 15:19:37,0,Bill Gates says Covid 19 vaccine tech should not be shared with India now there is a vaccine shortage bill gates says covid vaccine tech should not be shared with india now there is a vaccine shortage,0.0,0,1388211457897205768,777941466958008320,AnyPollApp
neutral,2021-04-29 13:53:28,5,SHOTS SHOTS SHOTS SHOTS SHOTS SHOTS All 6 N J COVID vaccine mega sites offering walk in shots starting today,0.0,3,1387827387581218817,8144652,AmyZQuinn
neutral,2021-05-04 13:23:19,0,Pfizer Reaps Hundreds of Millions in Profits From Covid Vaccine,0.0,0,1389631741254569986,14923847,mmmfiber
negative,2021-05-03 14:04:42,0,Sad to know J amp J failing Denmark drops J amp J Covid vaccine over blood clot concerns,-0.5,0,1389279767766130693,731651014042877952,arunsekhar30
negative,2021-05-04 11:57:34,4,Wow 26bn of Pfizer s forecast 72 5bn in revenues will come from sales of its Covid vaccine That s 36 Crazy that 16 months ago the company didn t have the shot and didn t even know there would be a need for it via,-0.25,5,1389610159056605193,21178588,thomas_m_wilson
negative,2021-05-01 16:01:33,1,What do the people at Pfizer and Moderna who developed the Covid vaccine think about Canada waiting 112 days between shots when they said 14 21 days Are we just wasting the first shot and maybe the second Is our gov t giving us a false sense of security,-0.0125,0,1388584396912013318,27651350,lightonupstairs
positive,2021-04-29 17:07:13,0,Get the latest Pfizer and Moderna vaccines studys Read more COVID Vaccine Coronavirus,0.5,0,1387876147736858628,18110437,MediaFrolic
positive,2021-05-04 12:15:13,0,Pfizer expects to file for full FDA approval of its COVID vaccine in May,0.35,0,1389614602858770434,2189073337,NBCScottsbluff
positive,2021-05-01 17:06:59,0,This a great thoughtful hilarious sign of the times story about the cultural significance absurdities of the Big 3 covid vaccines being rolled out in the USA As a bonus I learned about what linguists call fricatives,0.36,0,1388600862147231759,45690882,aliregarcia
positive,2021-05-02 12:26:02,0,nice Valid question from What prompted you to include the language found at the top of Page 68 in your clinical trial for your Covid vaccine,0.55,0,1388892546185715714,1312197407208288256,GetAFreakinGrip
positive,2021-05-02 10:27:22,6,Useful handout for patients friends family members inquiring whether they should get the COVID vaccine if they have a personal or family history of clots a clotting tendency or are on a blood thinner TL DR says yes,0.15,3,1388862683911499778,1266720354459942912,christopherdavc
positive,2021-05-03 13:33:50,0,New opening at EVERGREEN INTERNISTS COVID VACCINE SITE Moderna REDMOND CovidWaKingCounty,0.1363636364,0,1389271997876776967,1356738034901819392,covidwashington
positive,2021-04-28 14:13:14,5,Now that it s gotten warmer out you can take a free Bluebike to your COVID vaccine appointment Use the codes BLUEVAX1 or BLUEVAX2 on the Bluebikes app to unlock unlimited 2 hour rides within a 24 hour period,0.4,2,1387469975846375427,253398137,StreetsBoston
positive,2021-05-01 22:32:18,0,Got my 1st Pfizer Covid Vaccine today Some muscle soreness but otherwise feeling good,0.7,0,1388682733619142656,123365722,Capd_Crusadr376
positive,2021-05-03 13:32:37,0,12 N J breweries offer free beer to those who get COVID vaccine shots this month,0.4,0,1389271691314925569,15599265,NJentertainment
neutral,2021-05-04 18:34:45,0,As Big Pharma Fights Off Patent Waiver Pfizer Reports Hundreds of Millions in Profits From Covid Vaccine via,0.0,0,1389710115905974277,34553489,redot2005
neutral,2021-04-28 15:00:28,5,Motivated by money Learn how some companies are compensating their employees to get the COVID vaccine,0.0,3,1387481859295174658,14295156,TheDoctors
positive,2021-05-03 14:06:04,1,According to the Georgia Department of Public Health Pfizer is the only COVID vaccine currently approved for children aged 16 and older Appointments can be scheduled at CVS or Walgreens or at one of the GEMA mass vaccination sites to ensure that the Pfizer vaccine is available,0.0777777778,0,1389280108230369282,3287931551,meredadjohnson
neutral,2021-04-30 15:34:00,0,How is IoT helping the masses access the COVID 19 vaccine Find out in this week s IoT For All Podcast featuring Aditya Bansod of Luma Health IoTFounders healthcareiot supplychain COVID vaccine IoT,0.0,0,1388215076193284098,776150730721951745,iotforall
positive,2021-04-28 12:44:13,0,Coronavirus UK orders 60million more doses of Pfizer s Covid vaccine,0.5,0,1387447572155994122,1062288634693500928,rifnote
neutral,2021-05-04 12:29:57,3,Is Cuba closing in on COVID vaccine sovereignty via,0.0,1,1389618307490324488,145703465,canisgallicus
positive,2021-05-04 18:33:31,0,Today I got my COVID vaccine Moderna at one of the pop up clinics in my area I am so excited ConquerCOVID19,0.375,0,1389709803979776001,1145649055705513985,AsherPasha
positive,2021-05-04 14:11:12,0,Pfizer plans to file for full FDA approval of Covid vaccine at the end of this month,0.35,0,1389643789845860353,188903918,raygibbs1
neutral,2021-04-28 12:21:07,2,Covid Vaccine Episode II Attack of the Pfizer premieres today,0.0,0,1387441759073062920,1675919743,DarthGasps
neutral,2021-04-29 13:05:30,0,Covid vaccine side effects The three symptoms caused by both vaccines you need to know Sent via,0.0,0,1387815315090944007,1323534542154715136,FoaleNicola
positive,2021-05-02 14:31:30,1,Second dose of Covid Vaccine completed Thanks,0.1,0,1388924121803890688,3111215345,SajidNajmi
negative,2021-04-28 12:35:22,0,Behind the scenes look of Pfizer s Covid vaccine manufacturing,-0.4,0,1387445343785259010,36731515,DrMattElitt
positive,2021-04-28 15:11:50,0,Newark Urgent Care COVID Vaccine Appointments Update netde E Main St Newark Moderna Tues May 4 Wed May 5,0.1666666667,0,1387484719676329984,1216531677603860480,CaffeinatedI
neutral,2021-05-04 18:28:44,0,Pfizer Reaps Hundreds of Millions in Profits From Covid Vaccine,0.0,0,1389708601405493248,35651899,dembinskis
neutral,2021-05-04 16:20:13,0,Pfizer COVID Vaccine Set To Be Authorized For Children Ages 12 15,0.0,0,1389676257273651202,880112324987822082,TheChestnutPost
neutral,2021-04-28 15:34:22,0,This is just the beginning Pfizer CEO says third Covid vaccine dose likely needed within 12 months d,0.0,1,1387490394301255683,1224781103946502145,bbc_woke
neutral,2021-04-30 16:52:08,0,Breast fed Baby passes away after being poisoned by Mother who had taken the Pfizer Covid Vaccine via,0.0,0,1388234740185112584,841606858917986304,Nicholas098765
neutral,2021-04-30 13:19:03,23,Europe is turning a corner on its Covid vaccine rollout,0.0,14,1388181115404443651,34713362,business
negative,2021-05-02 15:10:03,20,MA has now administered over 6M total doses of the COVID vaccine and 2 5M people are fully vaccinated Thanks to our health care workers amp local health partners for all the hard work to get us here If you haven t been vaccinated yet now s the time,-0.0229166667,7,1388933824034263043,23711785,MassDPH
positive,2021-04-30 11:28:43,0,Which patents Moderna and Pfizer don t have any in India and Moderna promised not to sue anyone for making a covid vaccine The one possibly relevant J amp J PCT application I m aware of doesn t designate India and is still pending elsewhere Which patents are blocking production,0.325,0,1388153347379589121,605175675,theconnorlynch
positive,2021-04-28 19:09:40,0,Lol people in the UK will be receiving their booster 3rd shots before most Aussies even get their first shot UK orders 60m more doses of Pfizer Covid vaccine for booster jabs,0.41,0,1387544572578865153,1547497346,kemal_atlay
neutral,2021-04-29 12:06:25,0,All 6 N J COVID vaccine mega sites offering walk in shots today,0.0,0,1387800448736890888,746083239895441408,KathleenHelewa
neutral,2021-05-04 11:29:08,0,The Pforce was with me Finally got the Pfizer COVID vaccine here in Toronto Some vaccinations are happening here in Canada because the US shared doses Now they must share the patent We US citizens helped fund it We have a voice in sharing it CovidVaccine,0.0,0,1389603004219789313,1283461582970851329,viaexmachina
